date,total_profit,number_of_trades,long_trades,short_trades,long_profit,short_profit,cumulative_profit
2018-06-26,254.45,2,1,1,171.2,83.25,20337.280000000006
2018-06-27,66.1,5,3,2,15.199999999999996,50.9,20403.380000000005
2018-06-28,149.42000000000002,5,3,2,102.56,46.86,20552.800000000003
2018-06-29,-116.98,6,3,3,-114.28999999999999,-2.6899999999999977,20435.820000000003
2018-07-02,46.77000000000001,14,7,7,-58.97,105.74000000000001,20482.590000000004
2018-07-03,-40.61,15,7,8,-85.35,44.74,20441.980000000003
2018-07-04,195.98999999999998,23,11,12,210.14,-14.150000000000006,20637.970000000005
2018-07-05,-135.54000000000002,9,5,4,-101.75,-33.790000000000006,20502.430000000004
2018-07-06,-28.11,2,1,1,43.19,-71.3,20474.320000000003
2018-07-09,-153.98000000000002,17,9,8,-34.849999999999994,-119.13,20320.340000000004
2018-07-10,40.93,8,4,4,32.300000000000004,8.629999999999999,20361.270000000004
2018-07-11,46.62,18,9,9,-12.120000000000001,58.73999999999999,20407.890000000003
2018-07-12,146.0,9,5,4,136.42000000000002,9.579999999999995,20553.890000000003
2018-07-13,-81.37,21,11,10,-50.11999999999999,-31.250000000000004,20472.520000000004
2018-07-16,-87.77,12,7,5,-89.0,1.2299999999999986,20384.750000000004
2018-07-17,179.16000000000003,6,3,3,256.51,-77.35000000000001,20563.910000000003
2018-07-18,-2.2400000000000055,12,6,6,-105.17999999999999,102.94,20561.670000000002
2018-07-19,200.11,4,2,2,10.96,189.15,20761.780000000002
2018-07-20,15.98,1,0,1,0.0,15.98,20777.760000000002
2018-07-23,168.98999999999998,5,3,2,190.78,-21.79,20946.750000000004
2018-07-24,51.85,1,1,0,51.85,0.0,20998.600000000002
2018-07-25,-178.24,14,7,7,-95.08999999999999,-83.14999999999999,20820.36
2018-07-26,0.5,14,7,7,153.36999999999998,-152.87,20820.86
2018-07-27,-20.09,3,1,2,7.8,-27.89,20800.77
2018-07-30,-58.96,5,2,3,15.520000000000001,-74.48,20741.81
2018-07-31,75.3,10,5,5,68.72,6.580000000000001,20817.11
2018-08-01,15.709999999999997,11,6,5,-64.94,80.64999999999999,20832.82
2018-08-02,-124.25000000000001,13,7,6,-103.06,-21.189999999999998,20708.57
2018-08-03,51.22,6,3,3,130.0,-78.78,20759.79
2018-08-06,-41.27,14,7,7,-37.44,-3.8299999999999983,20718.52
2018-08-07,19.68000000000001,20,10,10,-89.05,108.72999999999999,20738.2
2018-08-08,259.72,14,7,7,234.34000000000003,25.380000000000003,20997.920000000002
2018-08-09,33.65000000000001,12,6,6,64.86999999999999,-31.22,21031.570000000003
2018-08-10,44.33,22,11,11,-117.69,162.01999999999998,21075.900000000005
2018-08-13,39.97999999999999,13,7,6,40.26,-0.2800000000000047,21115.880000000005
2018-08-14,74.50000000000001,10,5,5,112.00000000000001,-37.5,21190.380000000005
2018-08-16,-18.309999999999995,5,3,2,-2.6599999999999966,-15.649999999999999,21172.070000000003
2018-08-17,-120.53000000000002,18,9,9,-20.20000000000001,-100.33,21051.540000000005
2018-08-20,9.799999999999997,3,1,2,-8.7,18.5,21061.340000000004
2018-08-21,82.67,1,1,0,82.67,0.0,21144.010000000002
2018-08-23,103.7,13,7,6,-37.52,141.22000000000003,21247.710000000003
2018-08-24,77.22999999999999,7,4,3,-16.909999999999997,94.14,21324.940000000002
2018-08-27,49.900000000000006,11,5,6,65.56,-15.660000000000007,21374.840000000004
2018-08-28,68.54,1,0,1,0.0,68.54,21443.380000000005
2018-08-29,-24.049999999999997,28,14,14,-40.21,16.16000000000001,21419.330000000005
2018-08-30,22.930000000000003,12,6,6,43.730000000000004,-20.8,21442.260000000006
2018-08-31,-31.64,9,4,5,15.980000000000004,-47.62000000000001,21410.620000000006
2018-09-03,83.69,7,3,4,-64.50999999999999,148.2,21494.310000000005
2018-09-04,209.99,12,6,6,-27.160000000000004,237.15,21704.300000000007
2018-09-05,115.78000000000002,10,5,5,102.17999999999999,13.600000000000009,21820.080000000005
2018-09-06,321.99,3,1,2,192.12,129.87,22142.070000000007
2018-09-07,202.57,3,2,1,203.89,-1.32,22344.640000000007
2018-09-10,57.81,3,2,1,11.38,46.43,22402.450000000008
2018-09-11,-14.3,1,1,0,-14.3,0.0,22388.15000000001
2018-09-12,-109.6,12,6,6,-43.19999999999999,-66.4,22278.55000000001
2018-09-14,-71.75,17,8,9,26.09000000000001,-97.84,22206.80000000001
2018-09-17,30.220000000000002,5,3,2,3.3099999999999987,26.910000000000004,22237.02000000001
2018-09-18,115.67,5,3,2,-40.41,156.08,22352.69000000001
2018-09-19,57.86,5,3,2,-42.14,100.0,22410.55000000001
2018-09-21,-6.38,1,1,0,-6.38,0.0,22404.17000000001
2018-09-24,-97.71000000000001,5,3,2,-113.52,15.810000000000002,22306.46000000001
2018-09-25,1305.77,3,2,1,990.16,315.61,23612.23000000001
2018-09-26,152.45000000000002,4,2,2,64.27000000000001,88.18,23764.68000000001
2018-09-27,30.399999999999995,8,4,4,-59.46000000000001,89.85999999999999,23795.080000000013
2018-09-28,589.83,10,5,5,364.24,225.58999999999997,24384.910000000014
2018-10-01,-74.09,10,5,5,64.72999999999999,-138.82,24310.820000000014
2018-10-03,-54.10000000000001,8,4,4,-131.39999999999998,77.30000000000001,24256.720000000016
2018-10-04,247.94,9,5,4,197.63,50.31,24504.660000000014
2018-10-05,-482.51,20,11,9,-285.61999999999995,-196.89,24022.150000000016
2018-10-08,248.2,4,2,2,283.09999999999997,-34.9,24270.350000000017
2018-10-09,-41.25,2,1,1,-69.45,28.2,24229.100000000017
2018-10-10,89.08000000000001,11,5,6,179.32,-90.24,24318.18000000002
2018-10-11,607.24,3,2,1,417.86,189.38,24925.42000000002
2018-10-12,56.8,1,0,1,0.0,56.8,24982.22000000002
2018-10-15,58.93999999999999,4,2,2,120.33999999999999,-61.4,25041.160000000018
2018-10-16,92.18,1,0,1,0.0,92.18,25133.34000000002
2018-10-17,698.13,7,4,3,162.34,535.79,25831.47000000002
2018-10-19,289.02,18,10,8,143.16,145.85999999999999,26120.49000000002
2018-10-22,182.85,14,7,7,69.78,113.07,26303.34000000002
2018-10-23,243.64,3,2,1,179.82999999999998,63.81,26546.980000000018
2018-10-24,380.93,4,2,2,188.73999999999998,192.19,26927.910000000018
2018-10-25,102.24,3,2,1,97.4,4.84,27030.15000000002
2018-10-26,64.52,3,2,1,-37.870000000000005,102.39,27094.67000000002
2018-10-29,342.05,4,2,2,399.46000000000004,-57.41,27436.72000000002
2018-10-30,104.63999999999999,8,4,4,-3.3700000000000188,108.01,27541.36000000002
2018-10-31,383.04,6,3,3,451.77,-68.72999999999999,27924.40000000002
2018-11-01,-354.78000000000003,13,6,7,-133.37,-221.41000000000003,27569.62000000002
2018-11-02,-5.420000000000016,13,6,7,23.759999999999994,-29.179999999999993,27564.200000000023
2018-11-05,132.93,1,1,0,132.93,0.0,27697.130000000023
2018-11-06,163.04,4,2,2,-0.009999999999999787,163.05,27860.170000000024
2018-11-07,-3.53,1,0,1,0.0,-3.53,27856.640000000025
2018-11-12,329.01,4,2,2,-2.08,331.09,28185.650000000023
2018-11-13,-13.759999999999991,10,5,5,146.55,-160.31,28171.890000000025
2018-11-14,80.71,8,4,4,45.260000000000005,35.44999999999999,28252.600000000024
2018-11-15,-128.91,12,6,6,-4.170000000000004,-124.74,28123.690000000024
2018-11-16,365.57,4,2,2,194.99,170.57999999999998,28489.260000000024
2018-11-19,-31.06000000000001,3,1,2,-3.02,-28.040000000000006,28458.200000000023
2018-11-20,47.91,3,2,1,9.61,38.3,28506.110000000022
2018-11-21,1.6499999999999986,5,2,3,2.8999999999999986,-1.25,28507.760000000024
2018-11-22,92.72,3,2,1,-17.65,110.37,28600.480000000025
2018-11-26,115.75999999999999,8,4,4,204.76,-89.0,28716.240000000023
2018-11-27,-221.26999999999998,12,6,6,-54.0,-167.26999999999998,28494.970000000023
2018-11-28,-13.260000000000007,13,7,6,-27.53,14.269999999999996,28481.710000000025
2018-11-29,152.6,13,6,7,238.2,-85.60000000000001,28634.310000000023
2018-11-30,194.06,5,3,2,57.41,136.65,28828.370000000024
2018-12-03,81.44999999999999,11,5,6,-18.810000000000002,100.25999999999999,28909.820000000025
2018-12-04,39.309999999999995,8,4,4,-22.25,61.559999999999995,28949.130000000026
2018-12-05,-118.52999999999999,9,5,4,-39.059999999999995,-79.46999999999998,28830.600000000028
2018-12-06,146.33999999999997,8,4,4,59.62999999999999,86.71000000000001,28976.940000000028
2018-12-07,-78.76000000000002,7,3,4,50.07,-128.83,28898.18000000003
2018-12-10,-210.07,18,9,9,-94.28,-115.79000000000002,28688.11000000003
2018-12-11,274.57,4,2,2,393.36,-118.78999999999999,28962.68000000003
2018-12-12,11.059999999999995,13,7,6,80.24000000000001,-69.18,28973.74000000003
2018-12-13,10.920000000000009,15,8,7,-4.82,15.740000000000009,28984.66000000003
2018-12-17,5.619999999999992,20,10,10,-2.6500000000000057,8.27,28990.280000000028
2018-12-18,227.93,7,4,3,254.6,-26.67,29218.21000000003
2018-12-19,13.18,10,5,5,30.47,-17.290000000000006,29231.39000000003
2018-12-20,-63.91,11,6,5,7.939999999999998,-71.85,29167.48000000003
2018-12-21,4.61999999999999,18,9,9,-151.54000000000002,156.16,29172.100000000028
2018-12-24,-37.83,17,9,8,-37.0,-0.8299999999999983,29134.270000000026
2018-12-26,344.11999999999995,6,3,3,447.3399999999999,-103.22,29478.390000000025
2018-12-27,30.259999999999984,8,4,4,-135.00000000000003,165.26,29508.650000000023
2018-12-28,-98.29,10,5,5,-72.75999999999999,-25.53,29410.360000000022
2018-12-31,-13.86,2,1,1,-74.2,60.34,29396.500000000022
2019-01-01,405.99,4,2,2,351.04,54.95,29802.490000000023
2019-01-02,114.63,4,2,2,5.549999999999997,109.07999999999998,29917.120000000024
2019-01-03,-148.89,11,6,5,-74.94,-73.95,29768.230000000025
2019-01-04,275.1,12,6,6,242.74,32.36,30043.330000000024
2019-01-07,48.61,8,4,4,-23.380000000000003,71.98999999999998,30091.940000000024
2019-01-08,216.82,5,3,2,256.42,-39.599999999999994,30308.760000000024
2019-01-09,267.57,13,7,6,176.0,91.56999999999998,30576.330000000024
2019-01-10,-121.61,8,4,4,-69.28,-52.33,30454.720000000023
2019-01-11,-63.839999999999996,18,9,9,-106.99,43.14999999999999,30390.880000000023
2019-01-14,57.13000000000001,5,3,2,28.530000000000005,28.6,30448.010000000024
2019-01-15,26.460000000000004,5,2,3,18.560000000000002,7.900000000000002,30474.470000000023
2019-01-16,-44.09,16,8,8,-48.269999999999996,4.18,30430.380000000023
2019-01-17,171.15,10,5,5,100.24000000000001,70.91,30601.530000000024
2019-01-18,64.58,1,0,1,0.0,64.58,30666.110000000026
2019-01-21,79.85,1,0,1,0.0,79.85,30745.960000000025
2019-01-22,-234.39000000000001,21,11,10,-81.28,-153.11,30511.570000000025
2019-01-23,140.56,15,8,7,-41.440000000000005,182.0,30652.130000000026
2019-01-24,6.700000000000013,12,6,6,68.30000000000001,-61.6,30658.830000000027
2019-01-25,133.91000000000003,8,4,4,-3.9499999999999957,137.86,30792.740000000027
2019-01-28,88.42,11,6,5,-97.44999999999999,185.87,30881.160000000025
2019-01-29,228.51999999999998,8,4,4,99.42999999999999,129.09,31109.680000000026
2019-01-30,-184.89,9,4,5,-92.93,-91.96000000000001,30924.790000000026
2019-01-31,210.22,14,7,7,278.58,-68.36,31135.010000000028
2019-02-01,438.23,10,5,5,138.45,299.78,31573.240000000027
2019-02-04,353.13,2,1,1,325.68,27.45,31926.370000000028
2019-02-05,-187.77,18,9,9,-97.94000000000001,-89.83,31738.600000000028
2019-02-06,64.88,17,9,8,77.94999999999999,-13.070000000000004,31803.48000000003
2019-02-07,-98.59,9,5,4,-57.54,-41.05000000000001,31704.89000000003
2019-02-08,146.39999999999998,12,6,6,82.40999999999998,63.989999999999995,31851.29000000003
2019-02-11,33.49000000000001,6,3,3,47.830000000000005,-14.34,31884.78000000003
2019-02-12,-32.15,1,1,0,-32.15,0.0,31852.63000000003
2019-02-13,14.600000000000001,3,2,1,8.48,6.12,31867.23000000003
2019-02-14,81.37,16,8,8,111.36,-29.989999999999995,31948.600000000028
2019-02-15,-39.11000000000001,7,4,3,29.039999999999992,-68.15,31909.490000000027
2019-02-18,-50.77000000000001,21,11,10,-103.32,52.55,31858.720000000027
2019-02-19,597.51,4,2,2,300.03,297.48,32456.230000000025
2019-02-20,288.42,2,1,1,291.18,-2.76,32744.650000000023
2019-02-21,-96.83,17,8,9,-45.13,-51.699999999999996,32647.82000000002
2019-02-22,-2.570000000000004,10,5,5,-37.94,35.370000000000005,32645.250000000022
2019-02-25,73.27,16,8,8,145.54,-72.27000000000001,32718.520000000022
2019-02-26,160.07999999999998,8,4,4,132.25,27.83,32878.60000000002
2019-02-27,239.78,6,3,3,-53.14,292.9200000000001,33118.38000000002
2019-03-01,-31.230000000000004,17,8,9,-8.519999999999996,-22.71,33087.150000000016
2019-03-05,159.95,11,6,5,308.14,-148.19,33247.10000000001
2019-03-06,22.67,4,2,2,14.290000000000001,8.38,33269.77000000001
2019-03-07,57.71,4,2,2,100.81,-43.099999999999994,33327.48000000001
2019-03-08,58.519999999999996,10,5,5,19.669999999999995,38.849999999999994,33386.00000000001
2019-03-11,-93.77000000000001,13,6,7,-63.709999999999994,-30.060000000000002,33292.23000000001
2019-03-12,64.71,5,2,3,68.31,-3.6000000000000014,33356.94000000001
2019-03-13,138.78999999999996,10,5,5,310.29999999999995,-171.51,33495.73000000001
2019-03-14,239.63,2,1,1,69.5,170.13,33735.36000000001
2019-03-15,48.77,10,5,5,51.96000000000001,-3.1899999999999977,33784.130000000005
2019-03-18,131.08,1,0,1,0.0,131.08,33915.21000000001
2019-03-19,-191.38,4,2,2,-42.71,-148.67000000000002,33723.83000000001
2019-03-20,12.369999999999997,20,10,10,16.16000000000001,-3.79,33736.20000000001
2019-03-22,278.33,10,5,5,-17.510000000000005,295.84000000000003,34014.53000000001
2019-03-25,19.620000000000005,11,6,5,22.070000000000007,-2.450000000000003,34034.150000000016
2019-03-26,359.31,8,4,4,458.1,-98.79,34393.460000000014
2019-03-27,47.370000000000005,6,3,3,9.329999999999998,38.03999999999999,34440.830000000016
2019-03-28,-77.03,9,4,5,43.76,-120.78999999999998,34363.80000000002
2019-03-29,58.639999999999986,23,12,11,-7.8000000000000185,66.43999999999998,34422.44000000002
2019-04-01,226.01,5,3,2,-4.310000000000002,230.32,34648.45000000002
2019-04-02,130.26999999999998,4,2,2,119.77,10.5,34778.720000000016
2019-04-03,378.67,4,2,2,-27.24,405.90999999999997,35157.390000000014
2019-04-04,94.41000000000001,7,4,3,3.8299999999999983,90.58000000000001,35251.80000000002
2019-04-05,144.10999999999999,14,7,7,154.51999999999998,-10.409999999999997,35395.91000000002
2019-04-08,372.71,4,2,2,49.14999999999999,323.56,35768.62000000002
2019-04-09,-69.24,3,1,2,21.42,-90.66,35699.38000000002
2019-04-10,-35.74,6,3,3,-73.78,38.04,35663.64000000002
2019-04-11,-278.55,21,11,10,-199.63999999999996,-78.91000000000001,35385.09000000002
2019-04-12,204.3,20,10,10,137.76000000000002,66.53999999999999,35589.39000000002
2019-04-15,-103.17,8,4,4,-62.720000000000006,-40.45,35486.22000000002
2019-04-16,184.31,14,7,7,242.23,-57.919999999999995,35670.53000000002
2019-04-18,274.19,14,7,7,-46.23,320.41999999999996,35944.72000000002
2019-04-22,-56.459999999999994,9,5,4,-122.39999999999998,65.94,35888.260000000024
2019-04-23,121.68999999999998,3,2,1,-61.63,183.32,36009.950000000026
2019-04-24,378.07000000000005,4,2,2,357.77000000000004,20.299999999999997,36388.020000000026
2019-04-25,366.94,6,3,3,13.369999999999997,353.57,36754.96000000003
2019-04-26,234.05,4,2,2,284.41,-50.36000000000001,36989.01000000003
2019-04-30,157.49,1,1,0,157.49,0.0,37146.50000000003
2019-05-02,-147.99,20,10,10,-156.22,8.229999999999993,36998.51000000003
2019-05-03,152.29000000000002,10,5,5,167.5,-15.210000000000008,37150.80000000003
2019-05-06,-38.5,3,2,1,-14.54,-23.96,37112.30000000003
2019-05-07,474.82,2,1,1,-13.33,488.15,37587.12000000003
2019-05-08,-73.0,16,9,7,-72.77,-0.22999999999999687,37514.12000000003
2019-05-09,80.58,5,3,2,63.940000000000005,16.639999999999997,37594.70000000003
2019-05-10,-269.19,14,7,7,-132.6,-136.59,37325.51000000003
2019-05-13,132.28,9,5,4,-103.28999999999999,235.57000000000002,37457.79000000003
2019-05-14,380.81,2,1,1,263.0,117.81,37838.60000000003
2019-05-15,-63.87,4,3,1,-39.26,-24.61,37774.730000000025
2019-05-16,140.42999999999998,6,3,3,196.54,-56.11,37915.160000000025
2019-05-17,-198.37,15,7,8,110.36000000000001,-308.73,37716.79000000002
2019-05-20,214.79,13,6,7,371.90999999999997,-157.12,37931.58000000002
2019-05-21,179.96999999999997,8,4,4,-142.41,322.38,38111.550000000025
2019-05-22,43.10000000000001,19,10,9,117.12,-74.01999999999998,38154.65000000002
2019-05-23,801.13,8,4,4,136.62,664.51,38955.78000000002
2019-05-24,-140.6,10,5,5,33.119999999999976,-173.71999999999997,38815.18000000002
2019-05-27,-189.14000000000001,11,5,6,-18.249999999999993,-170.89000000000001,38626.04000000002
2019-05-28,461.96000000000004,2,1,1,258.72,203.24,39088.00000000002
2019-05-29,118.75000000000001,4,2,2,-14.19,132.94,39206.75000000002
2019-05-30,140.17,9,5,4,183.46999999999997,-43.300000000000004,39346.92000000002
2019-05-31,448.45000000000005,6,3,3,27.15,421.3,39795.37000000002
2019-06-03,72.22,5,2,3,117.6,-45.379999999999995,39867.59000000002
2019-06-04,160.06,16,8,8,106.57,53.49,40027.650000000016
2019-06-06,348.19,13,7,6,-68.13000000000001,416.32000000000005,40375.84000000002
2019-06-07,328.63,1,1,0,328.63,0.0,40704.470000000016
2019-06-10,362.92,6,3,3,79.36000000000001,283.55999999999995,41067.390000000014
2019-06-11,-26.819999999999993,9,4,5,70.91,-97.73,41040.570000000014
2019-06-12,-128.37,20,10,10,-52.5,-75.87,40912.20000000001
2019-06-13,163.19,13,6,7,140.07,23.119999999999983,41075.390000000014
2019-06-14,163.12,10,5,5,-39.480000000000004,202.6,41238.51000000002
2019-06-17,61.089999999999996,17,9,8,-86.74000000000001,147.83,41299.60000000001
2019-06-18,-27.09999999999998,8,4,4,-37.079999999999984,9.98,41272.500000000015
2019-06-19,302.72,4,2,2,68.10000000000001,234.62,41575.220000000016
2019-06-20,326.94,6,3,3,407.25,-80.31,41902.16000000002
2019-06-21,40.57,1,0,1,0.0,40.57,41942.73000000002
2019-06-24,52.74,1,1,0,52.74,0.0,41995.470000000016
2019-06-25,295.22,6,3,3,299.37,-4.150000000000006,42290.69000000002
2019-06-26,32.02000000000001,9,4,5,109.88000000000001,-77.86,42322.710000000014
2019-06-27,1.4900000000000064,18,9,9,21.149999999999988,-19.659999999999982,42324.20000000001
2019-06-28,168.0,5,3,2,66.85999999999999,101.14,42492.20000000001
2019-07-01,21.300000000000004,8,4,4,25.5,-4.200000000000003,42513.500000000015
2019-07-02,27.97,12,7,5,73.57000000000001,-45.60000000000001,42541.470000000016
2019-07-03,42.63,17,8,9,45.97,-3.3399999999999963,42584.10000000001
2019-07-04,92.75,6,3,3,-6.78,99.53,42676.85000000001
2019-07-05,42.099999999999994,5,3,2,56.67999999999999,-14.580000000000002,42718.95000000001
2019-07-08,-59.89,9,5,4,-38.300000000000004,-21.589999999999996,42659.06000000001
2019-07-09,235.82,4,2,2,180.37,55.45,42894.88000000001
2019-07-10,57.03,12,6,6,16.36,40.67,42951.91000000001
2019-07-11,-182.44,9,4,5,-55.95,-126.49000000000001,42769.47000000001
2019-07-12,467.0,4,2,2,204.64,262.36,43236.47000000001
2019-07-15,144.31,9,5,4,-2.1199999999999903,146.43,43380.780000000006
2019-07-16,-20.169999999999998,3,1,2,43.1,-63.269999999999996,43360.61000000001
2019-07-17,26.310000000000002,7,3,4,6.5,19.809999999999995,43386.920000000006
2019-07-18,51.81,9,5,4,-14.249999999999996,66.06,43438.73
2019-07-19,55.300000000000004,13,7,6,-121.52000000000001,176.82,43494.030000000006
2019-07-22,-166.08,18,10,8,-42.14,-123.94,43327.950000000004
2019-07-23,21.879999999999995,23,12,11,-120.23,142.11,43349.83
2019-07-24,-186.06,14,7,7,-120.28999999999999,-65.76999999999998,43163.770000000004
2019-07-25,218.55,4,2,2,67.1,151.45,43382.32000000001
2019-07-26,-82.34,5,2,3,-63.2,-19.14,43299.98000000001
2019-07-29,246.43,11,5,6,85.64,160.79,43546.41000000001
2019-07-30,507.21,11,6,5,-84.74,591.95,44053.62000000001
2019-07-31,246.57999999999998,2,1,1,209.01,37.57,44300.20000000001
2019-08-01,352.44,9,5,4,177.0,175.44,44652.640000000014
2019-08-02,642.04,6,4,2,433.05,208.99,45294.680000000015
2019-08-05,161.23,1,1,0,161.23,0.0,45455.91000000002
2019-08-06,87.38000000000001,5,2,3,67.65,19.73000000000001,45543.290000000015
2019-08-07,206.52999999999997,4,2,2,-17.21,223.73999999999998,45749.820000000014
2019-08-08,154.43,14,7,7,291.97,-137.54000000000002,45904.250000000015
2019-08-09,50.98000000000001,18,9,9,43.69000000000001,7.290000000000006,45955.23000000002
2019-08-13,143.10000000000002,18,9,9,-104.30000000000001,247.4,46098.330000000016
2019-08-14,-19.880000000000013,14,7,7,-6.590000000000002,-13.290000000000013,46078.45000000002
2019-08-16,282.9,5,3,2,341.57,-58.67,46361.35000000002
2019-08-19,60.7,13,7,6,-25.230000000000004,85.92999999999999,46422.05000000002
2019-08-20,-238.43,18,9,9,-59.34,-179.09,46183.62000000002
2019-08-21,317.32,15,8,7,69.69,247.63,46500.94000000002
2019-08-22,281.92,8,4,4,-84.73,366.65,46782.860000000015
2019-08-23,608.11,5,2,3,390.21,217.9,47390.970000000016
2019-08-26,-231.53999999999996,5,2,3,174.42000000000002,-405.96,47159.430000000015
2019-08-27,-509.75,19,10,9,-268.16999999999996,-241.58,46649.680000000015
2019-08-28,-126.13000000000001,17,9,8,-103.24,-22.890000000000008,46523.55000000002
2019-08-29,12.790000000000003,7,4,3,-79.6,92.38999999999999,46536.34000000002
2019-08-30,200.37,4,2,2,207.98999999999998,-7.620000000000001,46736.71000000002
2019-09-03,91.79,8,4,4,-76.83,168.62,46828.50000000002
2019-09-04,478.6,4,2,2,408.96000000000004,69.64,47307.10000000002
2019-09-05,-81.5,3,2,1,-8.59,-72.91,47225.60000000002
2019-09-06,-93.94,13,6,7,22.239999999999995,-116.17999999999999,47131.66000000002
2019-09-09,316.14,15,8,7,384.09999999999997,-67.96,47447.80000000002
2019-09-11,-120.41,15,8,7,-15.34999999999998,-105.06,47327.390000000014
2019-09-12,222.12,1,0,1,0.0,222.12,47549.51000000002
2019-09-13,321.56,6,3,3,345.63,-24.07,47871.070000000014
2019-09-16,24.25,1,0,1,0.0,24.25,47895.320000000014
2019-09-17,281.2,16,8,8,-125.74000000000001,406.94,48176.52000000001
2019-09-18,13.300000000000011,20,10,10,69.66000000000001,-56.360000000000014,48189.820000000014
2019-09-19,145.85999999999999,19,10,9,-35.839999999999996,181.7,48335.680000000015
2019-09-20,536.8,3,1,2,382.7,154.09999999999997,48872.48000000002
2019-09-23,297.67,11,5,6,422.90999999999997,-125.23999999999998,49170.150000000016
2019-09-24,452.21000000000004,4,2,2,233.17000000000002,219.04000000000002,49622.360000000015
2019-09-25,-20.260000000000005,7,4,3,-60.5,40.239999999999995,49602.10000000001
2019-09-26,511.27,2,1,1,85.26,426.01,50113.37000000001
2019-09-27,233.2,2,1,1,92.51,140.69,50346.57000000001
2019-09-30,142.42,8,4,4,43.28,99.14,50488.990000000005
2019-10-01,1429.48,2,1,1,446.08,983.4,51918.47000000001
2019-10-03,87.2,1,1,0,87.2,0.0,52005.670000000006
2019-10-04,352.18,6,3,3,-180.01,532.19,52357.850000000006
2019-10-07,333.16999999999996,17,9,8,313.15999999999997,20.009999999999998,52691.020000000004
2019-10-09,640.14,14,7,7,796.4799999999999,-156.34,53331.16
2019-10-10,48.13000000000002,20,10,10,-122.54999999999998,170.68,53379.29
2019-10-11,606.0600000000001,2,1,1,87.1,518.96,53985.35
2019-10-14,292.71,16,8,8,128.1,164.60999999999999,54278.06
2019-10-15,53.16,1,0,1,0.0,53.16,54331.22
2019-10-16,388.62,4,2,2,168.05,220.57000000000002,54719.840000000004
2019-10-17,60.03000000000001,11,5,6,214.28000000000003,-154.25,54779.87
2019-10-18,-84.34,4,2,2,-57.82,-26.52,54695.530000000006
2019-10-22,292.61,5,2,3,190.53000000000003,102.07999999999998,54988.14000000001
2019-10-23,-46.47000000000001,14,7,7,-77.71000000000001,31.24,54941.670000000006
2019-10-24,380.97,6,3,3,-15.66,396.63,55322.64000000001
2019-10-25,386.57,4,2,2,417.59,-31.02,55709.21000000001
2019-10-27,-7.73,1,0,1,0.0,-7.73,55701.48
2019-10-29,-75.05,5,2,3,-37.07,-37.980000000000004,55626.43
2019-10-30,-47.04999999999999,20,10,10,-8.329999999999991,-38.72,55579.38
2019-10-31,204.19,11,6,5,44.95,159.24,55783.57
2019-11-01,227.51,1,1,0,227.51,0.0,56011.08
2019-11-04,222.37,4,2,2,25.559999999999995,196.81,56233.450000000004
2019-11-05,152.49,3,2,1,51.18,101.31,56385.94
2019-11-06,435.12,8,4,4,464.76,-29.64,56821.060000000005
2019-11-07,106.39,1,0,1,0.0,106.39,56927.450000000004
2019-11-08,440.65000000000003,11,6,5,218.98,221.67000000000002,57368.100000000006
2019-11-11,354.99,3,2,1,383.56,-28.57,57723.090000000004
2019-11-13,112.41,18,9,9,-219.19,331.59999999999997,57835.50000000001
2019-11-14,395.81,4,2,2,257.29,138.52,58231.310000000005
2019-11-15,-41.389999999999986,9,4,5,-37.019999999999996,-4.36999999999999,58189.920000000006
2019-11-18,-52.47000000000001,23,11,12,-116.60000000000001,64.13,58137.450000000004
2019-11-19,50.94999999999999,7,3,4,89.1,-38.15000000000001,58188.4
2019-11-20,89.82,16,8,8,89.07,0.7500000000000142,58278.22
2019-11-21,-96.94,26,14,12,-105.1,8.159999999999997,58181.28
2019-11-22,-162.48,12,6,6,-202.85,40.370000000000005,58018.799999999996
2019-11-25,-32.96000000000001,20,10,10,223.13000000000002,-256.09,57985.84
2019-11-26,267.55,4,2,2,145.39000000000001,122.16000000000001,58253.39
2019-11-27,-4.54,1,0,1,0.0,-4.54,58248.85
2019-11-28,-173.85999999999999,19,9,10,2.2399999999999913,-176.1,58074.99
2019-11-29,94.33000000000001,10,5,5,18.590000000000018,75.74000000000001,58169.32
2019-12-02,-279.91,20,11,9,-255.12,-24.79000000000001,57889.409999999996
2019-12-03,64.03,14,7,7,-129.48999999999998,193.52,57953.439999999995
2019-12-04,915.41,8,5,3,684.6400000000001,230.76999999999998,58868.85
2019-12-05,-178.84000000000003,9,5,4,-294.47999999999996,115.64000000000001,58690.01
2019-12-06,196.78,5,3,2,-36.49,233.26999999999998,58886.79
2019-12-09,407.44,3,2,1,287.65,119.79,59294.23
2019-12-10,-11.670000000000003,5,3,2,-14.570000000000002,2.8999999999999986,59282.560000000005
2019-12-11,158.44,9,5,4,165.51,-7.07,59441.00000000001
2019-12-12,-40.84,13,6,7,95.47,-136.30999999999997,59400.16000000001
2019-12-13,15.370000000000008,11,5,6,55.2,-39.83,59415.53000000001
2019-12-16,233.68,2,1,1,57.08,176.6,59649.210000000014
2019-12-17,-283.14000000000004,19,9,10,-141.08,-142.06,59366.070000000014
2019-12-18,-98.49,1,0,1,0.0,-98.49,59267.580000000016
2019-12-19,-102.78999999999999,4,2,2,-49.94,-52.85,59164.790000000015
2019-12-20,-297.58,24,12,12,-151.07000000000002,-146.51000000000002,58867.210000000014
